"site","plotID","warming","treatment","year","date","recorder","writer","name","value"
"Gudmedalen","Gud_6_6","W","E",2018,2018-08-07,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_6_6","W","E",2018,2018-08-07,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_6_6","W","E",2018,2018-08-07,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_6_6","W","E",2018,2018-08-07,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",58
"Gudmedalen","Gud_6_6","W","E",2018,2018-08-07,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",10
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",95
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",3
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",41
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",90
"Gudmedalen","Gud_6_2","C","R",2018,2018-08-06,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",2
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",90
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",1
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",57
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",98
"Gudmedalen","Gud_7_1","W","N",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",5
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",90
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",3
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",0
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",61
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",95
"Gudmedalen","Gud_7_2","W","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",0
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",90
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",2
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",59
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",85
"Gudmedalen","Gud_7_3","W","C",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",2
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",90
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",15
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",48
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",2
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",1
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",90
"Gudmedalen","Gud_7_4","C","E",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",10
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_cover",95
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bryophyte_cover",2
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_litter_cover",61
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_lichen_cover",0
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_bare_ground_cover",0
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_poo_cover",0
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_rock_cover",0
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","total_fungus_cover",0
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","vegetation_height_mean",85
"Gudmedalen","Gud_7_5","C","R",2018,2018-08-04,"Siri Lie Olsen","Siri Lie Olsen","moss_depth_mean",8
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","vegetation_cover",90
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_bryophyte_cover",9
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_litter_cover",51
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_lichen_cover",1
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_bare_ground_cover",3
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_poo_cover",0
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_rock_cover",0
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","total_fungus_cover",0
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","vegetation_height_mean",70
"Gudmedalen","Gud_7_6","C","N",2018,2018-08-03,"Siri Lie Olsen","Ragnhild Gya","moss_depth_mean",10
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","vegetation_cover",84
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",30
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_litter_cover",19
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_lichen_cover",1
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",5
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_rock_cover",0
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",65
"Lavisdalen","Lav_1_2","C","E",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","moss_depth_mean",16
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","vegetation_cover",79
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",23
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_litter_cover",14
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_lichen_cover",2
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",2
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_rock_cover",1
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",95
"Lavisdalen","Lav_1_1","C","N",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","moss_depth_mean",18
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","vegetation_cover",87
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",27
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_litter_cover",20
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_lichen_cover",2
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",2
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_rock_cover",1
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",59
"Lavisdalen","Lav_1_3","C","C",2019,2019-08-07,"Eva Lieungh","Eva Lieungh","moss_depth_mean",18
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","vegetation_cover",75
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",32
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_litter_cover",20
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_lichen_cover",1
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",2
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_rock_cover",9
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",32
"Lavisdalen","Lav_1_4","W","E",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","moss_depth_mean",16
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","vegetation_cover",85
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",31
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_litter_cover",17
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_lichen_cover",2
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",1
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_rock_cover",0
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",71
"Lavisdalen","Lav_1_6","W","N",2019,2019-08-08,"Eva Lieungh","Eva Lieungh","moss_depth_mean",20
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",72
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",73
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",16
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",8
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",0
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",1
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",46
"Lavisdalen","Lav_2_2","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",24
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",88
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",64
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",26
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",3
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",1
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",1
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",33
"Lavisdalen","Lav_2_3","W","N",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",27
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","vegetation_cover",79
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",26
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_litter_cover",11
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_lichen_cover",3
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",4
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_rock_cover",0
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",54
"Lavisdalen","Lav_2_4","C","C",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","moss_depth_mean",18
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","vegetation_cover",92
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",10
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_litter_cover",11
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_lichen_cover",3
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",2
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_rock_cover",1
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",66
"Lavisdalen","Lav_2_5","C","N",2019,2019-08-06,"Eva Lieungh","Eva Lieungh","moss_depth_mean",16
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","vegetation_cover",90
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_bryophyte_cover",24
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_litter_cover",21
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_lichen_cover",2
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_bare_ground_cover",6
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_poo_cover",0
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_rock_cover",0
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","total_fungus_cover",0
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","vegetation_height_mean",116
"Lavisdalen","Lav_2_6","C","E",2019,2019-08-05,"Eva Lieungh","Eva Lieungh","moss_depth_mean",17
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",70
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",41
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",31
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",4
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",0
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",0
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",24
"Lavisdalen","Lav_3_1","C","E",2019,2019-08-05,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",9
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",80
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",45
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",32
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",2
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",1
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",4
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",28
"Lavisdalen","Lav_3_3","C","N",2019,2019-08-06,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",15
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",78
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",74
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",21
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",12
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",1
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",3
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",31
"Lavisdalen","Lav_3_4","W","E",2019,2019-08-08,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",25
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",78
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",61
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",29
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",3
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",0
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_rock_cover",0
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_fungus_cover",0
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","vegetation_height_mean",23
"Lavisdalen","Lav_3_5","W","C",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","moss_depth_mean",24
"Lavisdalen","Lav_3_6","W","N",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","vegetation_cover",80
"Lavisdalen","Lav_3_6","W","N",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_bryophyte_cover",41
"Lavisdalen","Lav_3_6","W","N",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_litter_cover",40
"Lavisdalen","Lav_3_6","W","N",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_lichen_cover",3
"Lavisdalen","Lav_3_6","W","N",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_bare_ground_cover",1
"Lavisdalen","Lav_3_6","W","N",2019,2019-08-07,"Ragnhild Gya","Ragnhild Gya","total_poo_cover",0
